--系统提示的配置表，每一个引号括起来的表示一条系统提示，从0开始编号
--注意：每行提示语要严格按照一定的格式写："****** ",	--varname,	//中文注释 
"你的银两不足，要寄售本物品需要银两 %d  ",				--tpConsiNoMoney,				//银两不足
"你的金钱不足以寄售本物品，注意，寄售物品会收取一定的保管费用  ",				--tpConsiNoMoney1,				//银两不足
"未找到此物品，已下架或已被购买，请查实再试 ",				--tpConsiNoThisItem,			//没找到这个物品
"你只能取消自己寄售的物品！ ",				--tpConsiCancelNotMine,		//只能取消自己的物品
"你的背包已满，请清理背包后再取消寄售 ",				--tpConsiBagFullCannotCancel,				//背包已满，无法取消寄售物品
"你的物品已下架，加到你背包中，请查收 ",				--tpConsiItemToBag,			//下架的物品已返还背包
"你的背包已满，请清理背包后再购买 ",				--tpConsiBagFullCannotBug,		//背包已满，不能购买
"购买成功，物品已加到你背包中 ",				--tpConsiBuySuccAddToBag,			//购买成功，加到背包中
"银两不足 ",				--tpConsiNoMoneyToBuy,		//不够银两购买
"元宝不足 ",				--tpConsiNoYuanbaoToBuy,		//不够元宝购买
"亲爱的#c38ff33 %s #cffffff您好，您在寄售系统中已有物品到期下架。请注意在寄售系统中上架物品内查收。 ",				--tpConsiHasItemTimeout,		//有物品到期，这个是发送到客户端的离线消息
"亲爱的#c38ff33 %s #cffffff您好，您寄售的物品#c38ff33 %s #cffffff被#c38ff33 %s #cffffff以#c38ff33 %d #c38ff33 %s #cffffff购得。请注意查收。 ",				--tpConsiSellGetMoney,		//提示用户有物品卖出，可以领取收益
"领取收益 ",				--tpConsiSellGetMoneyButton,	//提示用户有物品卖出，可以领取收益,这个是在客户端显示时的按钮的文字
"此物品不能交易！ ",				--tpConsiItemCannotDeal,		//此物品不能交易
"此物品已下架，请购买其他物品 ",				--tpConsiThisTimeout,			//此物品已到期下架，不能购买
"#cffce9d抵制不良游戏 拒绝盗版游戏#cffffff\\#cffce9d注意自我保护 谨防上当受骗#cffffff\\#cffce9d适度游戏益脑 沉迷游戏伤身#cffffff\\#cffce9d合理安排时间 享受健康生活#cffffff\\#cffce9d欢迎进入$GAMENAME$！#cffffff ",				--tpFcmNotifyBeFcm, //您已经被纳入了防沉迷，抵制不良游戏,拒绝盗版游戏,...
"您已在线游戏时间1小时，请您合理安排您的游戏时间。 ",				--tpFcm1Hour,        //您已在线游戏时间1小时，请您合理安排您的游戏时间。
"您累计在线时间已满2小时。 ",				--tpFcm2Hour,       //游戏2小时，出现防沉迷提示
"您的账户防沉迷剩余时间将在5分钟后进入沉迷状态，系统将自动将您离线休息一段时间。 ",				--tpFcm2Hour55Minute, //游戏2小时55分时，出现防沉迷提示
"您已进入不健康游戏时间，请您暂离游戏进行适当的休息和运动，合理安排您的游戏时间。点击确定退出游戏。 ",				--tpFcm3Hour,      //	一个身份证下的所有账号累计游戏时间满3个小时
"您的累计下线时间不满足5小时，为了保证您能正常游戏，请您稍后登录。 ",				--tpFcm5Hour,          //	一个身份证下的所有账号累计游戏时间满5个小时
"您的发言过于频繁，请稍事休息。 ",				--tpChatTooFrequent,				// 发言太频繁
"等级高于 %d 级才能在此频道聊天 ",				--tpChatLevelTooLow,				// 等级高于%级才能在此频道聊天
"你没有足够的金钱在世界频道里聊天  ",				--tpChatNotMoney,
"你没有足够的铜钱以发送坐标",						--tpChatPosNotMoney,				//
"服务器将在#cda4547 %d #cffffff秒后维护！请及时下线，避免不必要的损失！ ",				--tpSystemClosing,                //服务器将在 %d 秒后关闭！请及时下线，避免不必要的损失！
"确定 ",				--tpConfirm,                     //确定
"你完成了成就#c00ff00[ %s ]#cffffff ",				--tpAchieveGetAchieve,    //您获得了成就 xxx
"恭喜#c00ff00[ %s ]#cffffff完成了成就#c00ff00[ %s ]#cffffff ",				--tpAchieveBroadcastGetAchieve,  //XX获得了成就xxx
"你失去称号[ %s ] ",				--tpAchieveLostTitle, //你失去了称号  %s  
"元宝 ",				--tpMoneyTypeYuanbao, //元宝
"玉佩 ",				--tpMoneyTyeBindYuanbao, //玉佩
"银两 ",				--tpMoneyTypeCoin,    //银两
"铜钱 ",				--tpMoneyTypeBindCoin, //绑定银两
"（ ",				--tpLeftParentheses, //全角的方括号，左边部分（
" ） ",				--tpRightParentheses, //全角的方括号，右边部分）
"获得历练 %d  ",				--tpAddRenown, //获取历练 %d 
"失去历练 %d  ",				--tpDelRenown,  //失去历练 %d 
"您当前的历练已经达到了上限，本次添加的 %d 历练失败 ",				--tpAddRenowFail,  //"您当前的历练已经达到了上限，本次添加的 %d 历练失败 ",
"您的江湖地位已经达到 %s ，不可再手动提升江湖地位 ",				--tpCampArrivedTopCampStatus,		// 您的江湖地位已经达到 %s ，不可再手动提升江湖地位。
"您还需 %d 阵营贡献值才能获得更高的江湖地位 ",				--tpCampNeedMoreContribute,		// 您还需 %d 阵营贡献值才能获得更高的江湖地位。 
"您还需 %d 历练值才能获得更高的江湖地位 ",				--tpCampNeedMoreFame,				// 您还需 %d 历练值才能获得更高的江湖地位。 
"该玩家不存在，请输入正确的名字 ",				--tpCampNameInvalid,				// 该玩家不存在，请输入正确的名字
"对方不在线或此玩家不存在，无法任命 ",				--tpCampNotOnline,				// 对方不在线，无法任命。
"该玩家不属于本阵营，无法被任命 ",				--tpCampNotInSameCamp,			// 该玩家不属于本阵营，无法被任命。
"等级大于20级，方可被任命 ",				--tpCampPlayerLevelTooLow,		// 等级大于20级，方可被任命。
"对方阵营贡献值过低，阵营贡献值达到 %d ,方可担任此职位 ",				--tpCampPlayerCampContrTooLow,	// 对方阵营贡献值过低，阵营贡献值达到 %d ,方可担任此职位。
"您还没有权限对此职位进行操作 ",				--tpCampHaveNoRightToSetTitle,	// 您还没有权限对此职位进行操作。
"对方拒绝了你的任职邀请 ",				--tpCampRejectTitleInvite,		// 对方拒绝了你的任职邀请	
"由于您累积三天未上线，族长职位已经被解除 ",				--tpCampKingFiredBecauseOfOffline,	// 由于您累积三天未上线，族长职位已经被解除。
"由于您累积两天未上线， %s 职位已经被解除 ",				--tpCampTitleFiredBecauseOfOffline,	// 由于您累积两天未上线， %s 职位已经被解除。
"已经发出邀请，等待对方回应 ",				--tpCampWaitTargetAck,				// 已经发出邀请，等待对方回应
"获得阵营贡献值 %d  ",				--tpCampGetCampContributeVal,			// 获得阵营贡献值 %d 
"抱歉，您不属于本阵营，无法为您服务！ ",				--tpCampNpcFail,                   //不能使用别的阵营的NPC
"对方已经有职位，不能任命 ",				--tpCampTargetHasTitle,			// 对方已经有职位，无法任命
"您还没有权限修改阵营公告 ",				--tpCampCannotSetBulletin,		// 您还没有权限修改阵营公告
"承天之命，演武江湖。#c00ff00 %s #cffffff阵营的#c00ff00 %s #cffffff被任命为#c8000ff %s #cffffff。将享有无上的权力和荣誉 ",				--tpCampSetTitleSuccBoardCast,	// 承天之命，演武江湖。 %s 阵营的 %s 被任命为 %s 。将享有无上的权力和荣誉
" %s 和 %s 解除了结盟 ",				--tpCampAllyDismissed,			//  %s 和 %s 解除了结盟
"对方阵营没有族长 ",				--tpCampHasNoKing,				// 对方阵营没有族长
"对方阵营族长不在线 ",				--tpCampKingOffLine,				// 对方阵营族长不在线
"结盟成功，#c00ff00 %s #cffffff和#c00ff00 %s #cffffff结成联盟关系 ",				--tpCampAllySucc,					// 结盟成功， %s 和 %s 结成联盟关系
"#cfae003 %s #cffffff和#cfae003 %s #cffffff结成联盟，两阵营的勇士将携手叱咤仙界！ ",				--tpCampAllySuccBulletin,			// X1和X2结成联盟，两阵营的侠士将携手仗剑江湖
" %s 的族长拒绝您的结盟请求，结盟失败。 ",				--tpCampRefuseAlly,				// X1的族长拒绝您的结盟请求，结盟失败。
"您已经向 %s 阵营提出了联盟申请，请等候对方族长回应 ",				--tpCampHasSendAlly,				// 您已经向XXX阵营提出了联盟申请，请等候对方族长回应。
" %d 小时 %d 分钟后才能进行此操作 ",				--tpCampAllyCD,					//  %d 小时 %d 分钟后才能进行此操作
" %d 分钟后才能进行此操作 ",				--tpCampAllyCD2,					//  %d 分钟后才能进行此操作
"此宝物槽位还未开启 ",				--tpGemSlotNotOpen,				// 此宝物槽位还未开启
"此槽位已经有宝物了 ",				--tpGemExistGemInTheSlot,			// 此槽位已经存在宝物
"装佩宝物的时间间隔太短，5秒后才能装佩该宝物 ",				--tpGemEquipGemInCD,				// 装佩宝物的时间间隔太短，5秒后才能装佩该宝物
"宝物获得经验 %I64d ",				--tpGemAddExp,					// 宝物获得经验 %d 
"宝物等级提升到 %d 级 ",				--tpGemUpLevel,					// 宝物等级提升到 %d 
"宝物档次提升到 %d 档 ",				--tpGemUpGrade,					// 宝物档次提升到 %d 
"获得 %d 祝福值 ",				--tpGemGotWish,					// 获得 %d 祝福值
"宝物没有真气 ",				--tpGemLackSpriteStren,			// 宝物没有内力
"此区域禁止骑乘 ",				--tpCannotMountInTheArea,			// 此区域禁止骑乘
"当前正在打坐 ",				--tpCannotMountInPractise,		// 当前正在打坐状态
"此功能将在 %d 级开放 ",				--tpGemLevelUpLmt,				// 此功能将在 %d 级开放
"宝物已经达到当前等级上限，不可再注入经验，请提升宝物档次 ",				--tpGemLevelUpToTop,				// 宝物等级达到上限
"获得修为  %d  点  ",				--tpGetXiuwei,                   //获得修为 %d 点
"失去修为 %d 点 ",				--tpLostXiuwei,                  //失去修为 %d 点
"获得修为 %d 点（其中 %d 点为VIP修为加成） ",				--tpGetVipXiuwei,               //获得修为 %d 点（其中 %d 点为vip修为加成）
"只有黄钻VIP才能使用 ",				--tpVipCanUseSmile,             //只有黄钻vip才能使用
"你发送的频率太快了，请稍候再发送 ",				--tpSmileCd,                    //表情正在冷却中
"您取消了双修 ",				--tpSelfCancelDoublePractice, //您取消了双修
"对方取消了双修 ",				--tpOtherCancleDoublePractice, //对方取消了双修
"#c8000ff【 %s 】#c8000ff %s #cffffff从#c8000ff %s #cffffff中获得#c8000ff %s #cffffff！ ",				--tpLootCatherMonsterBroadCast,  //【 %s 】  %s   从  %s ，获得物品 %s ！
"#c8000ff %s #cffffff在商城中花费#c8000ff %d #cffffff元宝购买了#c8000ff %d #cffffff个#c8000ff %s #cffffff！ ",				--tpStoreBroadCast , //xx从商城花费xx购买了

-- 好友相关
"好友系统未开启",					--tpFriendSysNotOpen,
"对方不在线，无法进行此操作 ",						--tpFriendOffLine,	//
"对方不在线，无法进行此操作 ",		--tpAddFriendOffLine,
"对方不在线，无法进行此操作 ",		--tpAddBlackOffLine,
"将 %s 加入黑名单成功 ",				--tpAddBlackSucceed,
"将 %s 拉为仇人 ",						--tpAddftEnemySucceed,
"对方好友人数已满 ",						--tpFriendIsFull,
"对方已经是好友 ",						--tpIsFriend,
" %s 同意添加您为好友 ",				--tpAddFrdAgree,
" %s 拒绝加您好友 ",				--tpAddFrdRefuse,
"对方已经是黑名单 ",						--tpIsBlack,
"您的好友数量已满  ",						--tpMyFriendIsFull,
"对方的好友数量已满，无法添加你为好友  ",						--tpActorFriendIsFull,
"您的黑名单已满  ",							--tpMyBlackIsFull,
"您的仇人已满  ",							--tpMyEnemyIsFull,
"对方已经是仇人 ",							--tpIsEnemy,
"你输入的角色不存在,或者对方不在线，无法进行此操作 ",			--tpFriendSearchOffline,
"你的好友申请已发送给对方 ",				--tpFriendAddSended,
"您今天的一键征友次数已用完。 ",			--tpFriendOnekeyOver,
"天下好友，一键我有，征友请求已成功发出！ ", --tpFriendOnekeySend,
-- 忍の书系统
"星魂不足，无法点亮 ",						--tpRootFail,
"铜钱不足，无法点亮 ",						--tpRootFailCoin,
"暂时不能购买,请1分钟后再购买 ",			--tpStoreItemLaterbuy,	
"每次只能购买1件 ",				--tpStoreItemActorLimitCount,
"该道具每日只能限购一个，请明日再来 ",		--tpStoreBuyItemOncePerDay,
"物品已抢购完  ",							--tpStoreItemLimitCount,	
"没有此人的排行榜信息 ",					--tpRankNoActor,
"没有那么多的数量  ",					--tpStoreItemMax,	
"1小时内不能变动职位  ",					--tpGuildPosTime,
"鼓掌欢迎%s ",						--tpGuildJoin,	
"获得真气 %d  ",						--tpAddRootExp,

"你没有足够的元宝或物品快速完成任务 ",				--tpNoYuanbaoToQuickFinish,
"该任务无法快速完成 ",				--tpQuestUnableQuickFinish,
"你获得了 %d 世族贡献		",			--tpGuildGX,		
"偷吃美酒的灵猴又出现了，赶跑它们可获得享用美酒的次数上限      ",     --tpGuildPeach,
"你损失了 %d 世族贡献		",			--tpdecGuildGx,
"只有VIP3或以上的玩家才能增加进入副本次数      ",     --tpNotVIPForAddFunbenCount,
"你今天的副本增加次数已达上限      ",     --tpMaxAddFubenCount,
"元宝不足      ",     --tpNoYuanbaoAddFubenCount,
"物品拆分失败", --tpSplitDepotFail,
"物品合并失败", --tpMergeDepotFail,
"护送任务中,不可以使用坐骑	", 		--tpNotUseMount,
"护送任务中,不可以传送		",		--tpNotTeleprot,
"扩展仓库失败，需要花费 %d %s ",				--tpItemMoneyNotEnoughEnlargeDepot,
"成功将仓库扩大 %d 格 ",				--tpItemEnlargeDepotSucceed,
"仓库已经扩展到最大，不能扩展了 ",				--tpItemBagTooDepot,
"你所在的地图不可以组队  ",						--tpNotTeam,
"对方所在的地图不可以组队   ",						--tpNotBeTeam,
"你等级不够 %d 级，不能进入此场景 ",					--tpCannotEnterSceneLevelLimit,
"完成新手任务[%s]后才能离开南阳 ",					--tpCannotEnterSceneQuestLimit,
"相同属性的美人灵灯只能装备一个 ",			--tpExistSoulType,
"#c%s%s%s#cffffff在万众瞩目下，激活#cfae003全身宝石级别 %d #cffffff效果，发出绚丽的#ced0ee1 %s 光环#cffffff！属性大增！ ", --tpStoneNotice,
"#c%s%s%s#cffffff在万众瞩目下，激活#cfae003全身宝石级别 %d #cffffff效果，发出绚丽的#ced0ee1 %s 光环#cffffff！属性大增！ ##textbutton,#c2cab0a#u1宝石镶嵌#u0#info,@@showSysWin,1,1## ", --tpStoneNoticeChat,
"#c%s%s%s#cffffff在万众瞩目下，居然全身强化#cfae003 + %d #cffffff，顶天立地，舍我其谁，获得大量额外属性！ ", --tpStrongNotice,
"#c%s%s%s#cffffff在万众瞩目下，居然全身强化#cfae003 + %d #cffffff，顶天立地，舍我其谁，获得大量额外属性！ ##textbutton,#c2cab0a#u1装备强化#u0#info,@@showSysWin,1,0## ", --tpStrongNoticeChat,
"该道具在背包中无法直接使用 ",	--tpBagItemUnableUse,	
"对方不在线，无法进行此操作 ", 	--tpActorOffline,
"您获得了 %d 生命值和 %d 玉佩 ",	--tpAchieveAwardTips,
"战斗中无法使用坐骑 ", --tpNoMountWithBattle,
"您的元宝不足，不能进行此操作 ", --tpNoYB,
"特殊场景中不能切换PK模式 ", --tpNotChangePKMode,
"特殊场景中不能切换和平模式 ", --tpNotChanePeaceMode,
"护送任务期间，不能进行此操作 ", --tpNotMountForProtection,
"和平模式不可攻击其他玩家 ",		--tpImIsPeaceful,
"不可以攻击和平模式的玩家 ",		--tpOtherIsPeaceful,
"联盟模式不能手动切换  ",			--tpNoChangeUnionMode,
"背包已满，无法取出  ",				--tpBagFullLottery,
"获得真气 %d 点，额外加成 %d 点 ",				--tpGetMultiplyRootExp,
"#ced0ee1阵营之战活动将于三分钟后结束，众勇士抓紧试练时间#cffffff  ",			--tpCampBattleEndTips1,
"#ced0ee1阵营之战活动将于一分钟后结束，众勇士抓紧试练时间#cffffff  ",			--tpCampBattleEndTips2,
"你的背包已满，任务#cffcc33 %s #cffffff奖励发送到仓库中  ",			--tpQuestAwardToDepot,
"获得威望 %d  ",				--tpAddShengWang,
"失去威望 %d  ",				--tpDelShengWang, 
"获得星魂 %d  ",                --tpAddXingHun,
"失去星魂 %d  ",                --tpDelXingHun, 
"该伙伴未处于出战状态，无法进行此操作！",				--tpPetOpOfflinePet, 
"私聊频道",		--tpChannelSecret,
"附近频道",		--tpChannelNear,
"喇叭频道",		--tpChannelWorld,
"世族频道",		--tpChannelGuild,
"队伍频道",		--tpChannelTeam,
"团队频道",		--tpChannelBigTeam,
"附近频道",		--tpChannelMap,
"世界频道",		--tpChannelAll,
"阵营频道",		--tpChannelCamp,
"系统频道",		--tpChannelSystem,
"未到%d级不能在%s发言",		--tpChatLevelLimit,
"信箱即将达到存储上限200封，请及时清理。信箱满后将无法接收邮件.",                  --tpMailBoxWillFull,
"信件删除成功",													--tpMailDeleteSucess,
"信箱已满",														--tpMailBoxAlreadyFull,
"邮资铜钱不足", 													--tpSendMailNoEnoughMoney,
"收信人不能为空",													--tpMailAcceptorNoNull,
"邮件内容不能为空",												--tpMailContextNoNull,
"收信人不能是自己",										    --tpMailAcceptorIsMine,
"邮件系统20级以后才开放",											--tpMailNoOPenLevelLack,
"不存在这个玩家",											--tpMailObjectNotExist,
",极光经验加成 %d",			--tpBangBangTangExp,
",世界等级加成 %d",				--tpWorldLevelExp,
"您好，您充值 %d 元宝，请查收！  ", --tpRechargeOffline,
"获得荣誉值 %d  ",				--tpAddHonor, 
"失去荣誉值 %d  ",				--tpDelHonor,
"你已经领取过该奖励",		--tpHasGetActivityAward,
"你不能领取该奖励",		--tpCannotGetActivityAward,
" （已完成）",			--tpQuestFinish,
" （可接取）",			--tpQuestAccept,
" （进行中）",			--tpQuestDoing,
"【",			--tpLeftBrackets,
"】 ",			--tpRightBrackets,
"此装备不能卸下 ",				--tpEquipDenyTakeoff, 
"只有族长和副族长才能整理世族仓库 ",		--tpSortGuildDepotPos,
"普通成员每日最多取出物品 %d 次！ ",			--tpGuildDepotCount,
"只有族长和副族长才能取出紫色及以上品质的物品！ ",			--tpGuildDepotColor,
"世族仓库只能存入非绑定的物品！ ",			--tpGuildDepotBind,
"^<img src='character#41' width='22' height='23'/> %s 在世族仓库内存入了 %d 个 %s ！ ",		--tpGuildDepotStoreMsg,
"^ %d 个 %s 被 %s 从世族仓库中取出！ ",		--tpGuildDepotGetMsg,
"非常抱歉， 您的世族系统还没有开启 ",			--tpGuildSystemNotOpen,
"充值错误，错误ID是 %d ",				--tpRechargeError, 
"数据出错，请重试",				--tpActorDataErr,
"您的(%s)任务奖励已通过邮件发放。请及时提取奖励。#r#cff66cc温馨提示：邮件有效期为14天。 ",	--tpMailAutoFinishTaskItem,
"对方还没开启世族系统！ ",			--tpOtherGuildSystemNotOpen,
"#c%s%s#c643f17被#c%s%s#c643f17降职为普通成员！ ",			--tpChangeGuildPos_pt,
"你在被踢出世族1小时内，不能加入或创建世族！",				--tpKickoutGuildCanNotJoin,
"该玩家需要等待1小时才可以加入世族！ ",				--tpKickoutGuildCanNotAgree,
"该玩家需要等待1小时才可以加入世族！ ",				--tpLeftGuildCanNotAgree,
"合成材料组数不能大于11组！",                --tpItemCountError,
"未到开启时间，无法使用。",                 --tpNotGoItemUseTime,
"亲爱的玩家，由于你连续不上线，已让出族长宝座! ",                --tpGuildOfflineLeader,		
"族盟 %s 的申请列表已满!!",                 --tpGuildInterMsgFull,		
"请等变身系统开启后，再使用！！",                 --tpSupersysNotOpen,
"战斗中无法变身!!",                 --tpNoSuperWithBattle,
"对方抵抗变身技能!!!",              --tpDefSuperSkill,
"失去真气 %d  ",						--tpSubRootExp,
"您的铜钱不足!! ",                 	--tpNotEnoughBindCoin,
"您的银两不足!! ",                 	--tpNotEnoughCoin,
"您的玉佩不足!! ",              		--tpNotEnoughBindYb,
"您的元宝不足!! ",			 		--tpNotEnoughYuanbao,
"通用cd冷却中 ",					--tpSkillCommCDLimited,
"该场景中不能使用变身！！ ",		--tpSceneCantUseSuper,
"获得熔炼值 %d",                     --tpAddRongLian,
"失去熔炼值 %d",                     --tpDelRongLian,
"装备槽已满 ",                        --tpNoEmptyEquipSlot,
"你已被踢出该队伍，不能再次申请加入 ", --tpTickTeamSign,
"探险背包已满 ",                        --tpExploreBagIsFull,
"天下好友，雷达我有，雷达请求已成功发出！ ",     --tpFriendRadarSend,
"雷达征友6级以后才开放！ ",                      --tpRadarNoOpenLevel,
"您今天的雷达征友次数已用完。 ",                 --tpFriendRadarOver,
"经验丹效果已消失！ ",	--tpDelExpBuff, 
"当前处于失魂状态，无法使用任何技能。 ",	--tpShiHunBuff, 
"亲爱的玩家,以下是您申请回档的装备,请查收! ", 	--tpRollBackEquipMailContent,
"亲爱的玩家,以下是您申请回档的宠物,请查收! ", 	--tpRollBackPetMailContent,
"伙伴系统未开启! ",  --tpPartnerSysNotOpen,
"不存在该伙伴! ",  --tpNotFoundNorPartner,
"伙伴更名失败! ",  --tpModifyNorPartnerNameFailed,
"放置技能失败! ",  --tpSetSkillOnSlotFailed,

"该时装已激活，无法再次使用 ", 	--tpHaveValidFashion, //
"该武饰已激活，无法再次使用 ", 	--tpHaveValidFashionWeapon, //
"时装幻化成功 ",  --tpEquipFashion, //穿上时装
"武饰幻化成功 ",  --tpEquipFashionWeapon, //穿上武饰
"激活足迹成功 ",  --tpEquipFoot, //激活足迹
"法宝系统未开启 ",  --tpGemSysNotOpen,
"您已经有队伍无需再创建队伍 ",  --tpYouHaveTeam,
"跑商中无法创建队伍 ",  --tpGuilProtect,
"%s在跑商中，不能被邀请入伍 ",  --tpGuilProtectNotBeInviteJoinTeam,
"跑商中不能加入队伍 ",  --tpGuilProtectNotApplyJoinTeam,
"对方正在跑商中，不能加入队伍 ",  --tpGuilProtectNotApplyJoinTeam2,
"跑商中不能邀请玩家入伍 ",  --tpGuilProtectNotInviteJoinTeam,
"没有队伍不能设置跟随 ",  --tpNotTeamNotFlow,
"队长不能设置跟随 ",  --tpCaptionNotFlow,
"获得钥匙 %d  ",  --tpAddPasskey,
"失去钥匙 %d  ",   --tpDelPasskey, 
"公会跑商中，不能切换pk模式  ",  --tpNotPKModeGuildProtect,
"世族已满级  ",  --tpGuildMaxLevel,
"世族繁荣度不足  ",  --tpNotGuildBuild,
"世族财产不足  ",  --tpNotGuildproperty,
"该世族处于约战状态  ",  --tpGuildInvited,
"世族约战错误  ",  --tpGuildInviteFightErr,
"#c56edff【 %s 】#cffecb9在世族约战中力压#c56edff【 %s 】#cffecb9，击杀比为 %d : %d ，一举赢得此次世族约战胜利！ ",  --tpGuildInviteFightWin,
"#c56edff【 %s 】#cffecb9与#c56edff【 %s 】#cffecb9势均力敌，本次约战中不分胜负，期待下次约战能分出高下。 ",  --tpGuildInviteFightPeace,
" 您成功添加 %s 为好友 ",				--tpAddFrd,
" 本世族已成功约战【 %s 】，未来1小时内双方在野外可任意PK！  ",  --tpGuildInviteFightSuc,
" %s 雇佣神秘人杀死了 %s ，留言：“ %s ”  ",  --tpWantedBroadcast,
" %s 雇佣神秘人杀死了 %s  ", --tpWantedBroadcast2,
"系统未开启!",  --tpSystemNotOpen,
"特殊场景中不能使用组队功能", --tpNotUseTeam,
"加入战队成功 ", --tpEnterCorpsMailTitle,
"恭喜您加入战队 %s ，快和小伙伴一同争霸战队赛吧！ ", --tpEnterCorpsMailContent,
"战队职责变动 ", --tpCorpsAppointMailTitle,
"您已成为战队 %s 的队长，快去看看吧！ ", --tpCorpsAppointMailContent,
"您已被踢出战队 ", --tpCorpsKickMailTitle,
"您已被踢出战队 %s ！ ", --tpCorpsKickMailContent,
"对方好友系统未开启",					--tpotherFriendSysNotOpen,
"小书童来信 ", --tpMailSystemSendname,
"充值 ", --tpOfflineRechargeTitle,
"世族 ", --tpGuildMailSendname,
"不是队长不能设置队伍目标 ", --tpIsNotCaptin,
"在剧情副本内无法创建队伍！ ", --tpJuqingTeam1,
"你邀请的玩家正在剧情副本中，无法邀请！ ", --tpJuqingTeam2,
"恭喜获得称号\" %s \" ", --tpReceiveTitle,
"您已申请了该世族 ", --tpGuildAlreadyApply,
"（分身）",	--tpCloneMonster,
"城主之位虚席以待，参加每周日的【逐鹿中原】争夺洛阳城主吧！ ",  --tpNotTianyuanMaster,
"南阳为安全区，已切换为和平模式！ ", 	--tpxinshoucunPkModel,
"%s加入队伍，已停止自动匹配！ ",	--tpCancelTeamMatch1,
"%s进入其他活动，已停止自动匹配！ ",	--tpCancelTeamMatch2,
"已停止自动匹配！ ",	--tpCancelTeamMatch3,
"已成功匹配到队伍 ",	--tpSuccessPiPeiTeam,
"您必须加入世族才能获得此类奖励！ ", --tpNotGuildNotItem, //没有世族不能使用
"已自动切换至 %s 模式，可手动更改 ",		--tpPkModleAutoChange,
"该区域禁止切换至 %s  ",		--tpForbiddenSpecialPkmodel,
"和平模式 ",				--tpFpPeaceful,
"团队模式 ",				--tpFpTeam,
"世族模式 ",				--tpFpGuild,
"阵营模式 ",				--tpFpZY,
"杀戮模式 ",				--tpFpPk,
"联盟模式 ",				--tpFpUnion,
"已进入PVP区域。 ",	--tpEnterPkArea1,//已切换为世族模式，可手动改为杀戮模式,该区域禁止和平模式//区域50和70才会飘提示
"已进入PVP区域。 ",		--tpEnterPkArea2,，//已切换为杀戮模式，可手动改为世族模式,该区域禁止和平模式
"因你没有世族，已切换为杀戮模式。 ",		--tpEnterPkArea3,，//该区域禁止和平模式
"%s为安全区,已切换为和平模式,该区域禁止PK喲  ",	--tpEnterPkArea4,
"你在战斗中被[ %s ]击败，损失 %d 铜钱   ",	--tpBeKillLostMoney,
}


